locationid,Applicant,FacilityType,LocationDescription,Address,Status,FoodItems,Latitude,Longitude
526407,Munch A Bunch,Truck,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1850 MISSION ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76734767,-122.4204766
531039,La Falafel,Truck,VALENCIA ST: 14TH ST to ROSA PARKS LN (300 - 337),337 VALENCIA ST,APPROVED,Falafel Sandwiches: Fries: Soda: Iced Tea & Various Drinks.,37.76745664,-122.4217883
437199,Natan's Catering,Truck,16TH ST: 04TH ST to OWENS ST (600 - 699),600 16TH ST,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76746629,-122.3908603
543474,Natan's Catering,Truck,16TH ST: 04TH ST to OWENS ST (600 - 699),600 16TH ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76746629,-122.3908603
526404,Munch A Bunch,Truck,ALAMEDA ST: BRYANT ST intersection,1525 BRYANT ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.76773409,-122.4101526
526846,Fins on the Hoof / Saveurs,Truck,FLORIDA ST: 15TH ST intersection,201 ALABAMA ST,APPROVED,Seafood: meats and desserts,37.76779784,-122.4120963
528128,Quan Catering,Truck,ALABAMA ST: TREAT AVE to 15TH ST (201 - 212),201 ALABAMA ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.76779784,-122.4120963
462341,Tacos Santana,Truck,FOLSOM ST: 14TH ST to 15TH ST (1800 - 1899),1800 FOLSOM ST,REQUESTED,Tacos: Burritos : Tortas: Quesadillas & Beverages,37.76785244,-122.4161049
532728,Tacos El Primo,Truck,FOLSOM ST: 14TH ST to 15TH ST (1800 - 1899),1800 FOLSOM ST,APPROVED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.76785244,-122.4161049
554535,Steve's Mobile Deli,Truck,UTAH ST: ALAMEDA ST to 15TH ST (100 - 199),101 UTAH ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,37.76788245,-122.4063106
525916,John's Catering #5,Truck,HARRISON ST: ALAMEDA ST to 15TH ST (1830 - 1899),1830 HARRISON ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.76798459,-122.4139538
550711,Two G's Catering,Truck,03RD ST: SOUTH ST to 16TH ST (1601 - 1799) -- EAST --,1799 03RD ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.76799555,-122.3875494
525828,May Catering,Truck,POTRERO AVE: ALAMEDA ST to 15TH ST (100 - 199),100 POTRERO AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76807589,-122.4082896
437200,Natan's Catering,Truck,07TH ST: HOOPER ST to IRWIN ST (1100 - 1199),1140 07TH ST,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76824939,-122.3984307
543475,Natan's Catering,Truck,07TH ST: HOOPER ST to IRWIN ST (1100 - 1199),1140 07TH ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76824939,-122.3984307
559778,Mang Hang Catering,Truck,TREAT AVE: DIVISION ST \ FLORIDA ST to ALAMEDA ST (1 - 99),Assessors Block 3902/Lot002,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.76830699,-122.4120003
526380,Daniel's Catering,Truck,14TH ST: DOLORES ST intersection,2001 MARKET ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.76832025,-122.4271106
437202,Natan's Catering,Truck,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76854329,-122.4084929
543477,Natan's Catering,Truck,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76854329,-122.4084929
554537,Steve's Mobile Deli,Truck,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,37.76854329,-122.4084929
526443,Mini Mobile Food Catering,Truck,ALAMEDA ST: HAMPSHIRE ST to BRYANT ST (2400 - 2599),Assessors Block 3905/Lot011,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.76855707,-122.4096102
525908,John's Catering #5,Truck,14TH ST: SHOTWELL ST to SOUTH VAN NESS AVE (139 - 199),164 14TH ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.76876525,-122.4169022
532502,May Sun Kitchen,Truck,FOLSOM ST: ERIE ST to 14TH ST (1718 - 1799),1750 FOLSOM ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76890352,-122.4159812
525830,May Catering,Truck,BRYANT ST: 11TH ST \ 13TH ST \ DIVISION ST to DIVISION ST (1300 - 1399),1300 BRYANT ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76908713,-122.4115277
526207,SF Cart Project,Truck,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),535 MISSION BAY BLVD SOUTH,APPROVED,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs,37.76912441,-122.3914749
526369,Mike's Catering,Truck,TERRY A FRANCOIS BLVD: MISSION BAY BLVD to MISSION BAY BLVD (0 - 0),Assessors Block 8722/Lot005,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.76964003,-122.3862367
526077,F & C Catering,Truck,07TH ST: BERRY ST to CHANNEL ST (851 - 999),900 07TH ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.76982893,-122.4001011
526468,DO UC US Mobile Catering,Truck,04TH ST: MISSION BAY BLVD to NELSON RISING LN (1400 - 1499),1420 04TH ST,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.76989775,-122.3910983
526444,Mini Mobile Food Catering,Truck,FOLSOM ST: 12TH ST to 13TH ST (1600 - 1699),1690 FOLSOM ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77013758,-122.4159834
532510,May Sun Kitchen,Truck,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7706834,-122.4208796
437225,Natan's Catering,Truck,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),Assessors Block 8732/Lot001,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.77070298,-122.3907904
543500,Natan's Catering,Truck,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),Assessors Block 8732/Lot001,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.77070298,-122.3907904
526401,Munch A Bunch,Truck,12TH ST: ISIS ST to BERNICE ST (332 - 365),333 12TH ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.77081823,-122.4140073
526471,DO UC US Mobile Catering,Truck,03RD ST: MISSION BAY BLVD to SOUTH ST (1401 - 1599) -- EAST --,1501 03RD ST,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,37.77089223,-122.3891692
509487,Sun Rise Catering,Truck,08TH ST: BRANNAN ST to TOWNSEND ST (600 - 699),699 08TH ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.771022,-122.4035463
550726,Two G's Catering,Truck,TERRY A FRANCOIS BLVD: MISSION BAY BLVD to MISSION BAY BLVD (0 - 0),Assessors Block 8720/Lot008,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77115804,-122.3869313
528309,Subs on Hubs,Truck,BRANNAN ST: 08TH ST to 09TH ST (900 - 999),934 BRANNAN ST,APPROVED,Italian subs: Cuban sandwich: Gyro,37.771179,-122.4065737
526446,Mini Mobile Food Catering,Truck,11TH ST: FOLSOM ST to HARRISON ST (300 - 399),355 11TH ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77146722,-122.4128723
526489,Smokin Warehouse Barbecue,Truck,SOUTH VAN NESS AVE: 12TH ST \ MISSION ST \ OTIS ST intersection,1655 MISSION ST,APPROVED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,37.77156377,-122.4188015
534668,GOZA GOZA TACO,Truck,FOLSOM ST: 11TH ST to NORFOLK ST (1500 - 1548),1501 FOLSOM ST,APPROVED,Tacos: burritos: soda & juice,37.7715867,-122.414007
532508,May Sun Kitchen,Truck,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.77165385,-122.4118091
550723,Two G's Catering,Truck,08TH ST: BRYANT ST to BRANNAN ST (500 - 599),599 08TH ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77186823,-122.4056576
526445,Mini Mobile Food Catering,Truck,BERRY ST: 06TH ST to KING ST (400 - 431),420 BERRY ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77200866,-122.3990838
560881,888 Brannan L.P.,Truck,BRANNAN ST: 07TH ST to 08TH ST (800 - 899),888 BRANNAN ST,APPROVED,Garlic Noodles: Burgers: BBQ: Rotisserie: Spam Masubi: Asian inspired tacos & burritos: Sandwiches: Soups: Fried Oyster Sandwiches: Seafood: Vegetarian: Chinese dim sum: Empanadas.Various Ethnic Street Food: Hawaiianese: Vietnamese: Indian: Filipino: Japanese: Korean: Peruvian: Chinese: Italian & American. No Mexican food allowed.,37.77201497,-122.4051932
525823,May Catering,Truck,CHANNEL ST: END to END (0 - 0),Assessors Block 3810/Lot008,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77203911,-122.3959746
526368,Mike's Catering,Truck,CHINA BASIN ST: TERRY A FRANCOIS BLVD to 03RD ST (300 - 499),Assessors Block 8720/Lot009,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.77215224,-122.387743
526449,Mini Mobile Food Catering,Truck,BERRY ST: 05TH ST to 06TH ST (300 - 399),355 BERRY ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77236391,-122.397041
525917,John's Catering #5,Truck,11TH ST: KISSLING ST to BURNS PL (236 - 276),251 11TH ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.77249678,-122.4142098
550715,Two G's Catering,Truck,BRANNAN ST: 07TH ST to 08TH ST (800 - 899),840 BRANNAN ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77256169,-122.404474
509490,Sun Rise Catering,Truck,HOWARD ST: 11TH ST to LAFAYETTE ST (1500 - 1549),1523 HOWARD ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77263582,-122.4157267
550714,Two G's Catering,Truck,BRYANT ST: LANGTON ST to KATE ST (920 - 977),945 BRYANT ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77309408,-122.4051459
569056,Liang Bai Ping,Truck,FELL ST: BRODERICK ST to BAKER ST (1300 - 1399),1377 FELL ST,REQUESTED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.77328794,-122.4400323
532707,M M Catering,Truck,HAIGHT ST: GOUGH ST to OCTAVIA ST (20 - 99),20 HAIGHT ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.77334088,-122.4228062
550718,Two G's Catering,Truck,TOWNSEND ST: 06TH ST to 07TH ST (500 - 599),516 TOWNSEND ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77344521,-122.4004826
550716,Two G's Catering,Truck,BRYANT ST: KATE ST to DECATUR ST (940 - 983),950 BRYANT ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77361098,-122.4059584
526453,Mini Mobile Food Catering,Truck,08TH ST: HERON ST to HARRISON ST (350 - 399),350 08TH ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77369415,-122.4096584
525909,John's Catering #5,Truck,MARKET ST: 12TH ST \ PAGE ST to FRANKLIN ST (1591 - 1615) -- SOUTH --,1601 MARKET ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.77391507,-122.4200263
525824,May Catering,Truck,CHANNEL ST: 03RD ST to 04TH ST (0 - 0),Assessors Block 8711/Lot023,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77407484,-122.3906685
525805,May Catering,Truck,BERRY ST: 05TH ST to 06TH ST (300 - 399),301 BERRY ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77433767,-122.3940533
554529,Steve's Mobile Deli,Truck,BLUXOME ST: 05TH ST to 06TH ST (100 - 199),175 BLUXOME ST,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,37.77437893,-122.3995747
525835,May Catering,Truck,MINNA ST: 10TH ST to 11TH ST (900 - 999),911 MINNA ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77439801,-122.4156587
528129,Quan Catering,Truck,BRANNAN ST: HARRIET ST to LUCERNE ST (715 - 743),722 BRANNAN ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.77444911,-122.4020872
550722,Two G's Catering,Truck,BERRY ST: 04TH ST to 05TH ST (200 - 299),235 BERRY ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77470305,-122.3940894
526079,F & C Catering,Truck,TOWNSEND ST: 05TH ST to 06TH ST (400 - 499),444 TOWNSEND ST,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.77487132,-122.3985317
528312,Subs on Hubs,Truck,08TH ST: FOLSOM ST to RINGOLD ST (300 - 341),333 08TH ST,APPROVED,Italian subs: Cuban sandwich: Gyro,37.7749755,-122.4093858
532711,M M Catering,Truck,HARRISON ST: LANGTON ST to CHESLEY ST (1113 - 1144),1140 HARRISON ST,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,37.77498431,-122.4078409
509486,Sun Rise Catering,Truck,HOWARD ST: 09TH ST to WASHBURN ST (1300 - 1317),1300 HOWARD ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77502976,-122.4136868
570015,Eva's Catering,Truck,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),651 BRANNAN ST,REQUESTED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,37.77522724,-122.3996308
534669,GOZA GOZA TACO,Truck,MISSION ST: 10TH ST to 11TH ST (1400 - 1499),1455 MARKET ST,APPROVED,Tacos: burritos: soda & juice,37.77522831,-122.4174661
526375,Daniel's Catering,Truck,GROVE ST: BRODERICK ST to BAKER ST (1400 - 1499),1477 GROVE ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.77529014,-122.4407312
525993,Got Snacks,Push Cart,03RD ST: TERRY A FRANCOIS BLVD to CHANNEL (1000 - 1099),1020 03RD ST,APPROVED,sunflower seeds: crackerjacks: bottled water: peanuts: candy,37.77551014,-122.3909993
509491,Sun Rise Catering,Truck,LANGTON ST: DECKER ALY to HARRISON ST (108 - 183),175 LANGTON ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77553364,-122.4071153
550712,Two G's Catering,Truck,BERRY ST: 04TH ST to 05TH ST (200 - 299),201 BERRY ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,37.77556615,-122.3932798
487180,Off the Grid Services LLC,Truck,05TH ST: BLUXOME ST to TOWNSEND ST (650 - 699),670 05TH ST,APPROVED,Everything,37.77558908,-122.3979769
509494,Sun Rise Catering,Truck,LANGTON ST: DECKER ALY to HARRISON ST (108 - 183),171 LANGTON ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77560643,-122.4072071
509480,Sun Rise Catering,Truck,TEHAMA ST: 08TH ST to 09TH ST (700 - 799),716 TEHAMA ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77562377,-122.4117814
494584,Sinthya's Hot Dogs,Truck,FOLSOM ST: RAUSCH ST to RODGERS ST (1148 - 1175),1155 FOLSOM ST,REQUESTED,Hot dogs: chips: soda: corn on the cob: french fries,37.77563063,-122.4088284
526373,Daniel's Catering,Truck,GROVE ST: SCOTT ST to DIVISADERO ST (1200 - 1299),1265 GROVE ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.77577437,-122.4373316
532509,May Sun Kitchen,Truck,MARKET ST: 10TH ST \ FELL ST \ POLK ST to 11TH ST (1401 - 1455) -- SOUTH --,1411 MARKET ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.77582552,-122.4172496
560730,Senor Sisig,Truck,10TH ST: FELL ST \ MARKET ST \ POLK ST to STEVENSON ST (1 - 18),8 10TH ST,REQUESTED,,37.77582552,-122.4172496
509492,Sun Rise Catering,Truck,FOLSOM ST: RAUSCH ST to RODGERS ST (1148 - 1175),1150 FOLSOM ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77595041,-122.4092942
552075,Let's Be Frank,Push Cart,LINDEN ST: GOUGH ST to OCTAVIA ST (300 - 399),404 OCTAVIA ST,APPROVED,Hot dogs and chili,37.77603906,-122.4241756
528393,Casey's Pizza LLC,Truck,FELL ST: GOUGH ST to OCTAVIA ST (300 - 399),368 FELL ST,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.77604871,-122.4239392
527274,Eva's Catering,Truck,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),630 BRANNAN ST,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.77609875,-122.4002872
499333,Del Popolo LLC.,Truck,MARKET ST: 10TH ST \ FELL ST \ POLK ST to SOUTH VAN NESS AVE \ VAN NESS AVE (1400 - 1498) -- NORTH --,1438 MARKET ST,APPROVED,Pizza & various drinks,37.77623502,-122.4184351
525832,May Catering,Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.77632715,-122.3917968
526109,San Francisco Soup Company,Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,APPROVED,Soup: salad: sandwiches: beverages: chips & cookies,37.77632715,-122.3917968
526166,Off the Grid Services LLC,Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,APPROVED,everything except for hot dogs,37.77632715,-122.3917968
526172,Off the Grid Services LLC,Truck,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,APPROVED,everything except for hot dogs,37.77632715,-122.3917968
526400,Munch A Bunch,Truck,07TH ST: CLEVELAND ST to HARRISON ST (314 - 399),355 07TH ST,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.77638143,-122.4069341
559775,Mang Hang Catering,Truck,MASONIC AVE: MCALLISTER ST to FULTON ST (500 - 599),500 MASONIC AVE,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.77655004,-122.4463076
552074,Let's Be Frank,Push Cart,HAYES ST: GOUGH ST to OCTAVIA ST (400 - 499),425 HAYES ST,APPROVED,Hot dogs and chili,37.7765669,-122.4233954
525903,John's Catering #5,Truck,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),610 BRANNAN ST,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.77662692,-122.3995555
527273,Eva's Catering,Truck,05TH ST: WELSH ST to BRANNAN ST (530 - 599),530 05TH ST,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.77687639,-122.4002596
509479,Sun Rise Catering,Truck,09TH ST: LARKIN ST \ MARKET ST to JESSIE ST (1 - 55),55 09TH ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77709727,-122.4151027
526305,Kabob Trolley LLC,Push Cart,04TH ST: TOWNSEND ST to KING ST (700 - 799),298 KING ST,APPROVED,Gyros: Kebobs: refreshments and dessert,37.77764221,-122.3934181
509495,Sun Rise Catering,Truck,HOWARD ST: LANGTON ST to RAUSCH ST (1122 - 1151),1130 HOWARD ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77765554,-122.4104015
521734,Linda's Catering,Truck,TOWNSEND ST: LUSK ST to 04TH ST (252 - 299),290 TOWNSEND ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.77775522,-122.3948078
509493,Sun Rise Catering,Truck,NATOMA ST: 07TH ST to 08TH ST (600 - 699),640 NATOMA ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77779093,-122.411
509478,Sun Rise Catering,Truck,RUSS ST: HOWARD ST to FOLSOM ST (100 - 199),150 RUSS ST,REQUESTED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,37.77807553,-122.4077111
521737,Linda's Catering,Truck,TOWNSEND ST: LUSK ST to 04TH ST (252 - 299),260 TOWNSEND ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.77814813,-122.3944407
528131,Quan Catering,Truck,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),645 BRYANT ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.77826658,-122.3988359
